Time, nFrame,relativeTime,bodyIndex(str),bodyIndex,X,Y,Z,state
18_37_27_0410, 3,67,KneeLeft,13,-0.151020,-0.608773,1.206648,2
18_37_27_0410, 3,67,AnkleLeft,14,-0.217034,-0.919482,1.351010,1
18_37_27_0410, 3,67,FootLeft,15,-0.266640,-0.991081,1.296729,1
18_37_27_0410, 3,67,HipRight,16,0.063217,-0.286004,1.289504,2
18_37_27_0410, 3,67,KneeRight,17,0.035456,-0.657887,1.117236,1
18_37_27_0410, 3,67,AnkleRight,18,0.234339,-0.636903,1.348492,1
18_37_27_0410, 3,67,FootRight,19,0.143870,-0.653434,1.226364,1
18_37_27_0410, 3,67,SpineShoulder,20,-0.028858,0.255712,1.519602,2
18_37_27_0410, 3,67,HandTipLeft,21,-0.514486,0.315055,1.266111,2
18_37_27_0410, 3,67,ThumbLeft,22,-0.521173,0.244467,1.334875,2
18_37_27_0410, 3,67,HandTipRight,23,0.068516,0.329855,1.397533,2
18_37_27_0410, 3,67,ThumbRight,24,0.138126,0.252613,1.388769,2
18_37_27_0442, 4,100,SpineBase,0,-0.020372,-0.299793,1.358611,2
18_37_27_0442, 4,100,SpineMid,1,-0.025017,0.024650,1.459024,2
18_37_27_0442, 4,100,Neck,2,-0.030482,0.329758,1.533320,2
18_37_27_0442, 4,100,Head,3,-0.073313,0.451583,1.547117,2
18_37_27_0442, 4,100,ShoulderLeft,4,-0.215139,0.181284,1.528115,2
18_37_27_0442, 4,100,ElbowLeft,5,-0.366295,0.087850,1.437241,2
18_37_27_0442, 4,100,WristLeft,6,-0.473962,0.260374,1.323718,2
18_37_27_0442, 4,100,HandLeft,7,-0.483240,0.257425,1.320092,2
18_37_27_0442, 4,100,ShoulderRight,8,0.147666,0.217070,1.434435,2
18_37_27_0442, 4,100,ElbowRight,9,0.149395,-0.022007,1.332709,1
18_37_27_0442, 4,100,WristRight,10,0.105595,0.229626,1.367026,1
18_37_27_0442, 4,100,HandRight,11,0.113738,0.270471,1.417016,1
18_37_27_0442, 4,100,HipLeft,12,-0.103021,-0.297085,1.349074,2
18_37_27_0442, 4,100,KneeLeft,13,-0.148959,-0.608439,1.205423,2
18_37_27_0442, 4,100,AnkleLeft,14,-0.214219,-0.908979,1.342683,1
18_37_27_0442, 4,100,FootLeft,15,-0.262875,-0.976749,1.287156,1
18_37_27_0442, 4,100,HipRight,16,0.062999,-0.286671,1.289028,2
18_37_27_0442, 4,100,KneeRight,17,0.036392,-0.656163,1.118956,1
18_37_27_0442, 4,100,AnkleRight,18,0.223888,-0.651127,1.345584,1
18_37_27_0442, 4,100,FootRight,19,0.138018,-0.660970,1.222808,1
18_37_27_0442, 4,100,SpineShoulder,20,-0.028901,0.255876,1.519151,2
18_37_27_0442, 4,100,HandTipLeft,21,-0.515494,0.302696,1.274218,2
18_37_27_0442, 4,100,ThumbLeft,22,-0.524386,0.227103,1.336222,2
18_37_27_0442, 4,100,HandTipRight,23,0.113671,0.348469,1.442585,2
18_37_27_0442, 4,100,ThumbRight,24,0.172484,0.269086,1.401600,2
18_37_27_0476, 5,134,SpineBase,0,-0.021024,-0.300846,1.358385,2
18_37_27_0476, 5,134,SpineMid,1,-0.025612,0.024192,1.458133,2
18_37_27_0476, 5,134,Neck,2,-0.030563,0.329845,1.533438,2
18_37_27_0476, 5,134,Head,3,-0.076544,0.451814,1.547254,2
18_37_27_0476, 5,134,ShoulderLeft,4,-0.215452,0.181065,1.528444,2
18_37_27_0476, 5,134,ElbowLeft,5,-0.361183,0.076430,1.445918,2
18_37_27_0476, 5,134,WristLeft,6,-0.457693,0.205750,1.337669,2
18_37_27_0476, 5,134,HandLeft,7,-0.488679,0.241580,1.320090,2
18_37_27_0476, 5,134,ShoulderRight,8,0.147249,0.216970,1.434270,2
18_37_27_0476, 5,134,ElbowRight,9,0.149019,-0.021396,1.332836,2
18_37_27_0476, 5,134,WristRight,10,0.106430,0.228352,1.365988,1
18_37_27_0476, 5,134,HandRight,11,0.114770,0.271078,1.416507,1
18_37_27_0476, 5,134,HipLeft,12,-0.103833,-0.298577,1.349421,2
18_37_27_0476, 5,134,KneeLeft,13,-0.150349,-0.614592,1.204080,2
18_37_27_0476, 5,134,AnkleLeft,14,-0.214513,-0.908488,1.337548,1
18_37_27_0476, 5,134,FootLeft,15,-0.262282,-0.973915,1.281953,1
18_37_27_0476, 5,134,HipRight,16,0.062634,-0.287109,1.288520,2
18_37_27_0476, 5,134,KneeRight,17,0.036341,-0.662543,1.117460,1
18_37_27_0476, 5,134,AnkleRight,18,0.218225,-0.646009,1.340085,1
18_37_27_0476, 5,134,FootRight,19,0.134662,-0.661523,1.220689,1
18_37_27_0476, 5,134,SpineShoulder,20,-0.029164,0.255897,1.518834,2
18_37_27_0476, 5,134,HandTipLeft,21,-0.524101,0.283368,1.273637,2
18_37_27_0476, 5,134,ThumbLeft,22,-0.534946,0.215674,1.340444,2
18_37_27_0476, 5,134,HandTipRight,23,0.109477,0.351986,1.443760,2
18_37_27_0476, 5,134,ThumbRight,24,0.178779,0.261146,1.396727,2
18_37_27_0509, 6,167,SpineBase,0,-0.021501,-0.301454,1.358448,2
18_37_27_0509, 6,167,SpineMid,1,-0.026195,0.023940,1.457592,2
18_37_27_0509, 6,167,Neck,2,-0.030838,0.329972,1.533404,2
18_37_27_0509, 6,167,Head,3,-0.079577,0.451824,1.547344,2
18_37_27_0509, 6,167,ShoulderLeft,4,-0.216318,0.180517,1.529253,2
18_37_27_0509, 6,167,ElbowLeft,5,-0.355538,0.064820,1.454293,2
18_37_27_0509, 6,167,WristLeft,6,-0.453457,0.189235,1.343108,2
18_37_27_0509, 6,167,HandLeft,7,-0.490822,0.217912,1.320980,2
18_37_27_0509, 6,167,ShoulderRight,8,0.146503,0.216890,1.433947,2
18_37_27_0509, 6,167,ElbowRight,9,0.147957,-0.020456,1.333090,1
18_37_27_0509, 6,167,WristRight,10,0.106484,0.228328,1.364002,1
18_37_27_0509, 6,167,HandRight,11,0.112560,0.271271,1.415833,1
18_37_27_0509, 6,167,HipLeft,12,-0.104445,-0.299584,1.349884,2
18_37_27_0509, 6,167,KneeLeft,13,-0.153476,-0.616112,1.206273,2
18_37_27_0509, 6,167,AnkleLeft,14,-0.216273,-0.911815,1.340615,1
18_37_27_0509, 6,167,FootLeft,15,-0.263012,-0.976457,1.285511,1
18_37_27_0509, 6,167,HipRight,16,0.062343,-0.287298,1.288387,2
18_37_27_0509, 6,167,KneeRight,17,0.036395,-0.663311,1.117523,1
18_37_27_0509, 6,167,AnkleRight,18,0.161608,-0.759413,1.353380,1
18_37_27_0509, 6,167,FootRight,19,0.128334,-0.677536,1.224293,1
18_37_27_0509, 6,167,SpineShoulder,20,-0.029619,0.255955,1.518438,2
18_37_27_0509, 6,167,HandTipLeft,21,-0.530244,0.258981,1.273561,2
18_37_27_0509, 6,167,ThumbLeft,22,-0.533360,0.187845,1.336678,2
18_37_27_0509, 6,167,HandTipRight,23,0.105553,0.352906,1.440721,2
18_37_27_0509, 6,167,ThumbRight,24,0.176348,0.269769,1.401882,2
18_37_27_0542, 7,199,SpineBase,0,-0.022540,-0.302539,1.358539,2
18_37_27_0542, 7,199,SpineMid,1,-0.027111,0.023479,1.457080,2
18_37_27_0542, 7,199,Neck,2,-0.031392,0.330046,1.533241,2
18_37_27_0542, 7,199,Head,3,-0.084339,0.451309,1.547385,2
18_37_27_0542, 7,199,ShoulderLeft,4,-0.217084,0.180132,1.530040,2
18_37_27_0542, 7,199,ElbowLeft,5,-0.351953,0.058286,1.458818,2
18_37_27_0542, 7,199,WristLeft,6,-0.455105,0.176506,1.345394,2
18_37_27_0542, 7,199,HandLeft,7,-0.497954,0.193889,1.319709,2
18_37_27_0542, 7,199,ShoulderRight,8,0.145294,0.216743,1.433304,2
18_37_27_0542, 7,199,ElbowRight,9,0.144327,-0.022465,1.331374,1
18_37_27_0542, 7,199,WristRight,10,0.105203,0.226281,1.360724,1
18_37_27_0542, 7,199,HandRight,11,0.090698,0.262017,1.402601,1
18_37_27_0542, 7,199,HipLeft,12,-0.105625,-0.301098,1.350701,2
18_37_27_0542, 7,199,KneeLeft,13,-0.155582,-0.616395,1.208990,2
18_37_27_0542, 7,199,AnkleLeft,14,-0.219474,-0.913700,1.343136,1
18_37_27_0542, 7,199,FootLeft,15,-0.266863,-0.977518,1.286776,1
18_37_27_0542, 7,199,HipRight,16,0.061544,-0.287858,1.288088,2
18_37_27_0542, 7,199,KneeRight,17,0.036396,-0.662307,1.118039,1
18_37_27_0542, 7,199,AnkleRight,18,0.161435,-0.760673,1.354571,1
18_37_27_0542, 7,199,FootRight,19,0.126289,-0.676623,1.227470,1
18_37_27_0542, 7,199,SpineShoulder,20,-0.030362,0.255892,1.517957,2
18_37_27_0542, 7,199,HandTipLeft,21,-0.537829,0.227146,1.270275,2
18_37_27_0542, 7,199,ThumbLeft,22,-0.537153,0.161585,1.334173,2
18_37_27_0542, 7,199,HandTipRight,23,0.072008,0.343842,1.413937,2
18_37_27_0542, 7,199,ThumbRight,24,0.154133,0.260813,1.385052,2
18_37_27_0576, 8,234,SpineBase,0,-0.023662,-0.303689,1.358531,2
18_37_27_0576, 8,234,SpineMid,1,-0.029296,0.023150,1.455901,2
18_37_27_0576, 8,234,Neck,2,-0.034938,0.331080,1.531599,2
18_37_27_0576, 8,234,Head,3,-0.090035,0.450951,1.547910,2
18_37_27_0576, 8,234,ShoulderLeft,4,-0.227212,0.179185,1.538605,2
18_37_27_0576, 8,234,ElbowLeft,5,-0.339025,0.029475,1.479462,2
18_37_27_0576, 8,234,WristLeft,6,-0.464662,0.153705,1.343282,2
18_37_27_0576, 8,234,HandLeft,7,-0.501787,0.158002,1.320360,2
18_37_27_0576, 8,234,ShoulderRight,8,0.134288,0.215400,1.428287,2
18_37_27_0576, 8,234,ElbowRight,9,0.140512,-0.023931,1.330223,2
18_37_27_0576, 8,234,WristRight,10,0.104009,0.225026,1.358364,1
18_37_27_0576, 8,234,HandRight,11,0.092662,0.254711,1.399574,1
18_37_27_0576, 8,234,HipLeft,12,-0.106410,-0.302205,1.351286,2
18_37_27_0576, 8,234,KneeLeft,13,-0.153453,-0.617178,1.210448,2
18_37_27_0576, 8,234,AnkleLeft,14,-0.218553,-0.914403,1.346171,1
18_37_27_0576, 8,234,FootLeft,15,-0.269297,-0.975177,1.287944,1
18_37_27_0576, 8,234,HipRight,16,0.060182,-0.288817,1.287532,2
18_37_27_0576, 8,234,KneeRight,17,0.036806,-0.662490,1.118519,1
18_37_27_0576, 8,234,AnkleRight,18,0.161356,-0.761283,1.355983,1
18_37_27_0576, 8,234,FootRight,19,0.125205,-0.679041,1.228273,1
18_37_27_0576, 8,234,SpineShoulder,20,-0.033659,0.256503,1.516042,2
18_37_27_0576, 8,234,HandTipLeft,21,-0.537598,0.187674,1.253482,2
18_37_27_0576, 8,234,ThumbLeft,22,-0.539330,0.126919,1.335071,2
18_37_27_0576, 8,234,HandTipRight,23,0.068825,0.335891,1.408977,2
18_37_27_0576, 8,234,ThumbRight,24,0.154249,0.266470,1.388560,2
18_37_27_0610, 9,267,SpineBase,0,-0.025520,-0.304989,1.358387,2
18_37_27_0610, 9,267,SpineMid,1,-0.032278,0.022552,1.454393,2
18_37_27_0610, 9,267,Neck,2,-0.038881,0.331423,1.529496,2
18_37_27_0610, 9,267,Head,3,-0.095371,0.450368,1.547513,2
18_37_27_0610, 9,267,ShoulderLeft,4,-0.231251,0.177710,1.540877,2
18_37_27_0610, 9,267,ElbowLeft,5,-0.338659,0.027549,1.479964,2
18_37_27_0610, 9,267,WristLeft,6,-0.470100,0.119731,1.342796,2
18_37_27_0610, 9,267,HandLeft,7,-0.502803,0.117439,1.320827,2
18_37_27_0610, 9,267,ShoulderRight,8,0.127795,0.214379,1.424399,2
18_37_27_0610, 9,267,ElbowRight,9,0.136506,-0.024052,1.329147,2
18_37_27_0610, 9,267,WristRight,10,0.102389,0.225172,1.354419,1
18_37_27_0610, 9,267,HandRight,11,0.058755,0.373199,1.415949,1
18_37_27_0610, 9,267,HipLeft,12,-0.107864,-0.303610,1.352045,2
18_37_27_0610, 9,267,KneeLeft,13,-0.153295,-0.617499,1.210599,2
18_37_27_0610, 9,267,AnkleLeft,14,-0.221709,-0.831203,1.319497,1
18_37_27_0610, 9,267,FootLeft,15,-0.173064,-0.711861,1.267723,1
18_37_27_0610, 9,267,HipRight,16,0.057941,-0.289820,1.286509,2
18_37_27_0610, 9,267,KneeRight,17,0.037817,-0.662870,1.119172,1
18_37_27_0610, 9,267,AnkleRight,18,0.165460,-0.763392,1.362956,1
18_37_27_0610, 9,267,FootRight,19,0.125799,-0.684000,1.233954,1
18_37_27_0610, 9,267,SpineShoulder,20,-0.037427,0.256560,1.513806,2
18_37_27_0610, 9,267,HandTipLeft,21,-0.536879,0.143796,1.248938,2
18_37_27_0610, 9,267,ThumbLeft,22,-0.539859,0.084794,1.335452,2
18_37_27_0610, 9,267,HandTipRight,23,0.075626,0.425261,1.434593,2
18_37_27_0610, 9,267,ThumbRight,24,0.083267,0.352066,1.423640,2
18_37_27_0642, 10,300,SpineBase,0,-0.030876,-0.305263,1.356732,2
18_37_27_0642, 10,300,SpineMid,1,-0.037300,0.022473,1.451623,2
18_37_27_0642, 10,300,Neck,2,-0.043511,0.331703,1.526979,2
18_37_27_0642, 10,300,Head,3,-0.101519,0.449057,1.544997,2
18_37_27_0642, 10,300,ShoulderLeft,4,-0.233646,0.180635,1.542490,2
18_37_27_0642, 10,300,ElbowLeft,5,-0.332677,0.014011,1.487638,2
18_37_27_0642, 10,300,WristLeft,6,-0.469975,0.078341,1.347385,2
18_37_27_0642, 10,300,HandLeft,7,-0.504331,0.074865,1.323914,2
18_37_27_0642, 10,300,ShoulderRight,8,0.120294,0.214870,1.420448,2
18_37_27_0642, 10,300,ElbowRight,9,0.225504,0.047915,1.420967,2
18_37_27_0642, 10,300,WristRight,10,0.121055,0.274754,1.379500,1
18_37_27_0642, 10,300,HandRight,11,0.045763,0.362567,1.408192,2
18_37_27_0642, 10,300,HipLeft,12,-0.112733,-0.307733,1.351329,2
18_37_27_0642, 10,300,KneeLeft,13,-0.164422,-0.611648,1.225974,2
18_37_27_0642, 10,300,AnkleLeft,14,-0.219236,-0.837961,1.325922,1
18_37_27_0642, 10,300,FootLeft,15,-0.173306,-0.712500,1.268210,1
18_37_27_0642, 10,300,HipRight,16,0.050810,-0.286288,1.286151,2
18_37_27_0642, 10,300,KneeRight,17,0.041450,-0.645822,1.123812,1
18_37_27_0642, 10,300,AnkleRight,18,0.196242,-0.737606,1.361169,1
18_37_27_0642, 10,300,FootRight,19,0.133089,-0.675267,1.235379,1
18_37_27_0642, 10,300,SpineShoulder,20,-0.042124,0.256691,1.511005,2
18_37_27_0642, 10,300,HandTipLeft,21,-0.542694,0.097781,1.259313,2
18_37_27_0642, 10,300,ThumbLeft,22,-0.535958,0.040636,1.336111,2
18_37_27_0642, 10,300,HandTipRight,23,0.026388,0.390284,1.376686,2
18_37_27_0642, 10,300,ThumbRight,24,0.073450,0.363190,1.418220,2
18_37_27_0677, 11,334,SpineBase,0,-0.035264,-0.305778,1.355718,2
18_37_27_0677, 11,334,SpineMid,1,-0.042557,0.021754,1.449558,2
18_37_27_0677, 11,334,Neck,2,-0.049681,0.331032,1.524614,2
18_37_27_0677, 11,334,Head,3,-0.109162,0.447692,1.542766,2
18_37_27_0677, 11,334,ShoulderLeft,4,-0.236375,0.184649,1.546373,2
18_37_27_0677, 11,334,ElbowLeft,5,-0.315374,-0.010227,1.503279,2
18_37_27_0677, 11,334,WristLeft,6,-0.468992,0.036532,1.343951,2
18_37_27_0677, 11,334,HandLeft,7,-0.508588,0.031457,1.327041,2
18_37_27_0677, 11,334,ShoulderRight,8,0.113130,0.214932,1.417131,2
18_37_27_0677, 11,334,ElbowRight,9,0.224042,0.046956,1.419631,2
18_37_27_0677, 11,334,WristRight,10,0.119640,0.271804,1.375932,1
18_37_27_0677, 11,334,HandRight,11,0.038201,0.361213,1.405994,2
18_37_27_0677, 11,334,HipLeft,12,-0.115265,-0.309816,1.350741,2
18_37_27_0677, 11,334,KneeLeft,13,-0.168418,-0.604606,1.233301,2
18_37_27_0677, 11,334,AnkleLeft,14,-0.218574,-0.835907,1.331777,1
18_37_27_0677, 11,334,FootLeft,15,-0.173110,-0.714923,1.269691,1
18_37_27_0677, 11,334,HipRight,16,0.044911,-0.284923,1.286181,2
18_37_27_0677, 11,334,KneeRight,17,0.042726,-0.579430,1.144960,2
18_37_27_0677, 11,334,AnkleRight,18,0.124704,-0.803636,1.240228,1
18_37_27_0677, 11,334,FootRight,19,0.110402,-0.666061,1.202852,2
18_37_27_0677, 11,334,SpineShoulder,20,-0.048035,0.255952,1.508563,2
18_37_27_0677, 11,334,HandTipLeft,21,-0.542787,0.045183,1.254244,2
18_37_27_0677, 11,334,ThumbLeft,22,-0.543872,-0.002271,1.345000,2
18_37_27_0677, 11,334,HandTipRight,23,0.016057,0.392107,1.371358,2
18_37_27_0677, 11,334,ThumbRight,24,0.065470,0.402881,1.406000,2
18_37_27_0708, 12,367,SpineBase,0,-0.039599,-0.307013,1.356915,2
18_37_27_0708, 12,367,SpineMid,1,-0.047940,0.021044,1.449672,2
18_37_27_0708, 12,367,Neck,2,-0.055939,0.330789,1.523959,2
18_37_27_0708, 12,367,Head,3,-0.115838,0.446883,1.542811,2
18_37_27_0708, 12,367,ShoulderLeft,4,-0.239130,0.187108,1.548317,2
18_37_27_0708, 12,367,ElbowLeft,5,-0.357757,-0.030633,1.476914,2
18_37_27_0708, 12,367,WristLeft,6,-0.484863,-0.032132,1.333130,2
18_37_27_0708, 12,367,HandLeft,7,-0.510598,-0.006994,1.332834,2
18_37_27_0708, 12,367,ShoulderRight,8,0.106834,0.215690,1.414855,2
18_37_27_0708, 12,367,ElbowRight,9,0.220909,0.044728,1.417711,2
18_37_27_0708, 12,367,WristRight,10,0.116782,0.271763,1.372865,1
18_37_27_0708, 12,367,HandRight,11,0.030560,0.363036,1.403342,2
18_37_27_0708, 12,367,HipLeft,12,-0.117524,-0.311767,1.351605,2
18_37_27_0708, 12,367,KneeLeft,13,-0.169015,-0.610223,1.231952,2
18_37_27_0708, 12,367,AnkleLeft,14,-0.222729,-0.846246,1.332984,1
18_37_27_0708, 12,367,FootLeft,15,-0.174856,-0.719207,1.270997,2
18_37_27_0708, 12,367,HipRight,16,0.038951,-0.284916,1.287523,2
18_37_27_0708, 12,367,KneeRight,17,0.043066,-0.583425,1.146356,2
18_37_27_0708, 12,367,AnkleRight,18,0.126736,-0.812932,1.243871,1
18_37_27_0708, 12,367,FootRight,19,0.110798,-0.674130,1.204087,2
18_37_27_0708, 12,367,SpineShoulder,20,-0.054065,0.255585,1.508028,2
18_37_27_0708, 12,367,HandTipLeft,21,-0.540568,0.001052,1.252593,2
18_37_27_0708, 12,367,ThumbLeft,22,-0.505779,0.031158,1.342412,2
18_37_27_0708, 12,367,HandTipRight,23,0.008021,0.389873,1.366595,2
18_37_27_0708, 12,367,ThumbRight,24,0.058544,0.402293,1.403127,2
18_37_27_0742, 13,399,SpineBase,0,-0.043130,-0.308900,1.355320,2
18_37_27_0742, 13,399,SpineMid,1,-0.052675,0.019761,1.447783,2
18_37_27_0742, 13,399,Neck,2,-0.062013,0.330428,1.522247,2
18_37_27_0742, 13,399,Head,3,-0.123735,0.445829,1.541407,2
18_37_27_0742, 13,399,ShoulderLeft,4,-0.244016,0.183649,1.548451,2
18_37_27_0742, 13,399,ElbowLeft,5,-0.359776,-0.038074,1.478382,2
18_37_27_0742, 13,399,WristLeft,6,-0.489237,-0.055376,1.336198,2
18_37_27_0742, 13,399,HandLeft,7,-0.510861,-0.041762,1.343283,2
18_37_27_0742, 13,399,ShoulderRight,8,0.100927,0.215408,1.411940,2
18_37_27_0742, 13,399,ElbowRight,9,0.217843,0.039574,1.413991,2
18_37_27_0742, 13,399,WristRight,10,0.321610,-0.085547,1.311172,2
18_37_27_0742, 13,399,HandRight,11,0.341564,-0.076509,1.284869,2
18_37_27_0742, 13,399,HipLeft,12,-0.120050,-0.314545,1.350436,2
18_37_27_0742, 13,399,KneeLeft,13,-0.159124,-0.603910,1.221811,2
18_37_27_0742, 13,399,AnkleLeft,14,-0.223199,-0.836853,1.327368,1
18_37_27_0742, 13,399,FootLeft,15,-0.173891,-0.716353,1.270859,1
18_37_27_0742, 13,399,HipRight,16,0.035180,-0.286084,1.286544,2
18_37_27_0742, 13,399,KneeRight,17,0.043088,-0.577816,1.152060,2
18_37_27_0742, 13,399,AnkleRight,18,0.175649,-0.848355,1.346516,1
18_37_27_0742, 13,399,FootRight,19,0.205117,-0.916396,1.360001,1
18_37_27_0742, 13,399,SpineShoulder,20,-0.059780,0.254943,1.506187,2
18_37_27_0742, 13,399,HandTipLeft,21,-0.549885,-0.050777,1.280172,2
18_37_27_0742, 13,399,ThumbLeft,22,-0.479161,-0.021573,1.302056,2
18_37_27_0742, 13,399,HandTipRight,23,0.368830,-0.099419,1.233677,2
18_37_27_0742, 13,399,ThumbRight,24,0.323434,-0.113838,1.257152,2
18_37_27_0776, 14,434,SpineBase,0,-0.047550,-0.311028,1.353374,2
18_37_27_0776, 14,434,SpineMid,1,-0.057170,0.018458,1.445708,2
18_37_27_0776, 14,434,Neck,2,-0.066301,0.329963,1.520513,2
18_37_27_0776, 14,434,Head,3,-0.132084,0.444258,1.539458,2
18_37_27_0776, 14,434,ShoulderLeft,4,-0.245124,0.184445,1.547096,2
18_37_27_0776, 14,434,ElbowLeft,5,-0.361732,-0.039272,1.478117,2
18_37_27_0776, 14,434,WristLeft,6,-0.485698,-0.101146,1.342189,2
18_37_27_0776, 14,434,HandLeft,7,-0.506450,-0.076546,1.357638,2
18_37_27_0776, 14,434,ShoulderRight,8,0.092550,0.214930,1.408447,2
18_37_27_0776, 14,434,ElbowRight,9,0.217574,0.029082,1.406946,2
18_37_27_0776, 14,434,WristRight,10,0.328319,-0.090451,1.302256,2
18_37_27_0776, 14,434,HandRight,11,0.337596,-0.077771,1.274460,2
18_37_27_0776, 14,434,HipLeft,12,-0.122706,-0.316677,1.349054,2
18_37_27_0776, 14,434,KneeLeft,13,-0.147899,-0.599084,1.216844,2
18_37_27_0776, 14,434,AnkleLeft,14,-0.181837,-0.951673,1.091156,1
18_37_27_0776, 14,434,FootLeft,15,-0.218586,-0.946817,0.969428,1
18_37_27_0776, 14,434,HipRight,16,0.029473,-0.288217,1.284904,2
18_37_27_0776, 14,434,KneeRight,17,0.043345,-0.574110,1.157053,2
